 ,Area,X,Y
1,0,45.500,212.250
2,0,218.500,168.500
3,0,265.833,127.833
4,0,270.167,170.167
5,0,468.500,198.167
6,0,603.500,177.500
7,0,513.167,241.500
8,0,466.833,215.167
9,0,330.250,231.250
10,0,309.875,235.625
11,0,200.500,229.500
12,0,170.167,228.167
13,0,118.500,224.833
14,0,89.250,224.375
