 ,Area,X,Y
1,0,36.750,196.250
2,0,281.500,175.333
3,0,325.667,149.167
4,0,323.000,180.333
5,0,495.500,191.500
6,0,596.500,183.000
7,0,587.750,209.250
8,0,489.000,210.000
9,0,286.000,206.500
10,0,241.750,219.500
11,0,162.000,212.000
12,0,125.500,213.000
13,0,86.000,208.500
14,0,69.500,211.000
