 ,Area,X,Y
1,0,30.625,229.250
2,0,172.250,195.000
3,0,235.750,139.750
4,0,246.750,195.750
5,0,496.750,211.000
6,0,606.250,195.750
7,0,585.500,228.500
8,0,490.750,226.750
9,0,318.250,236.000
10,0,275.000,240.500
11,0,165.667,237.833
12,0,138.833,239.333
13,0,83.083,237.500
14,0,66.250,237.417
