 ,Area,X,Y
1,0,43.125,242.125
2,0,201.167,205.750
3,0,261.375,159.500
4,0,270.500,209.417
5,0,491.750,231.750
6,0,596.750,212.500
7,0,585.500,234.750
8,0,488.500,248.500
9,0,334.125,249.000
10,0,289.750,253.250
11,0,183.500,257.833
12,0,147.167,254.667
13,0,98.500,253.312
14,0,83.875,253.125
