 ,Area,Mean,Min,Max,X,Y
1,0,10,10,10,40.000,164.000
2,0,10,10,10,161.000,139.500
3,0,10,10,10,187.000,106.500
4,0,7,7,7,193.500,139.000
5,0,10,10,10,295.167,151.500
6,0,5,5,5,606.500,92.833
7,0,10,10,10,321.167,203.500
8,0,3,3,3,297.833,178.167
9,0,10,10,10,255.167,183.500
10,0,3,3,3,229.500,188.167
11,0,14,14,14,138.833,182.833
12,0,10,10,10,105.500,187.500
13,0,0,0,0,68.833,180.167
14,0,10,10,10,60.833,179.500
