 ,Area,X,Y
1,0,44.125,212.625
2,0,206.750,165.250
3,0,266.833,125.500
4,0,271.833,171.833
5,0,481.500,201.833
6,0,599.167,196.500
7,0,582.833,218.500
8,0,475.500,218.167
9,0,301.250,216.250
10,0,277.500,223.000
11,0,175.000,227.500
12,0,137.333,225.500
13,0,61.250,219.125
14,0,56.312,219.125
