 ,Area,X,Y
1,0,39.750,167.500
2,0,254.500,138.833
3,0,311.833,127.833
4,0,301.500,141.500
5,0,506.500,170.750
6,0,606.750,144.000
7,0,545.750,220.000
8,0,491.250,191.250
9,0,423.000,191.000
10,0,377.750,202.000
11,0,234.250,191.500
12,0,179.500,194.250
13,0,116.833,189.500
14,0,86.333,191.833
