 ,Area,Mean,Min,Max,X,Y
1,0,3,3,3,36.000,193.000
2,0,2,2,2,222.500,144.500
3,0,15,15,15,284.500,88.500
4,0,10,10,10,275.500,147.500
5,0,15,15,15,516.500,182.500
6,0,15,15,15,605.500,111.500
7,0,15,15,15,579.500,214.500
8,0,15,15,15,515.500,202.500
9,0,15,15,15,403.500,201.500
10,0,15,15,15,367.500,216.500
11,0,6,6,6,187.500,222.500
12,0,8,8,8,147.500,209.500
13,0,14,14,14,84.500,204.500
14,0,3,3,3,66.500,207.500
