 ,Area,Mean,Min,Max,X,Y
1,0,15,15,15,45.500,154.500
2,0,10,10,10,227.500,130.500
3,0,12,12,12,287.500,114.500
4,0,5,5,5,274.500,130.500
5,0,10,10,10,460.500,159.500
6,0,15,15,15,597.500,150.500
7,0,15,15,15,507.500,204.500
8,0,0,0,0,452.500,172.500
9,0,9,9,9,397.500,176.500
10,0,8,8,8,357.500,190.500
11,0,5,5,5,190.500,182.500
12,0,5,5,5,167.500,181.500
13,0,12,12,12,116.500,172.500
14,0,10,10,10,88.500,175.500
