 ,Area,Mean,Min,Max,X,Y
1,0,15,15,15,44.000,139.000
2,0,15,15,15,206.500,106.500
3,0,1,1,1,274.500,63.500
4,0,15,15,15,271.500,112.500
5,0,9,9,9,472.500,138.500
6,0,1,1,1,610.500,106.500
7,0,1,1,1,529.500,193.500
8,0,7,7,7,474.500,154.500
9,0,6,6,6,373.500,162.500
10,0,1,1,1,345.500,171.500
11,0,1,1,1,191.500,174.500
12,0,1,1,1,157.500,181.500
13,0,10,10,10,95.500,162.500
14,0,3,3,3,64.500,154.500
