 ,Area,Mean,Min,Max,X,Y
1,0,12,12,12,37.833,170.500
2,0,2,2,2,215.500,126.833
3,0,13,13,13,267.833,94.500
4,0,12,12,12,263.167,132.833
5,0,3,3,3,442.833,158.167
6,0,15,15,15,597.500,122.000
7,0,15,15,15,498.500,209.000
8,0,0,0,0,437.833,179.500
9,0,7,7,7,312.500,189.000
10,0,14,14,14,304.000,194.250
11,0,7,7,7,180.833,184.833
12,0,3,3,3,160.833,187.833
13,0,11,11,11,104.833,184.167
14,0,11,11,11,82.167,188.167
