 ,Area,Mean,Min,Max,X,Y
1,0,9,9,9,36.000,235.000
2,0,15,15,15,146.500,172.500
3,0,6,6,6,237.500,97.500
4,0,1,1,1,253.500,169.500
5,0,7,7,7,493.500,215.500
6,0,1,1,1,601.500,171.500
7,0,15,15,15,549.500,266.500
8,0,7,7,7,486.500,238.500
9,0,1,1,1,423.500,242.500
10,0,9,9,9,388.500,262.500
11,0,15,15,15,173.500,241.500
12,0,15,15,15,146.500,233.500
13,0,5,5,5,92.500,250.500
14,0,15,15,15,65.500,253.500
