 ,Area,Mean,Min,Max,X,Y
1,0,1,1,1,46.000,228.000
2,0,12,12,12,203.500,178.500
3,0,2,2,2,265.500,103.500
4,0,12,12,12,262.500,180.500
5,0,9,9,9,438.500,208.500
6,0,12,12,12,602.500,152.500
7,0,15,15,15,482.500,280.500
8,0,13,13,13,436.500,236.500
9,0,0,0,0,336.500,245.500
10,0,5,5,5,304.500,252.500
11,0,9,9,9,195.500,250.500
12,0,12,12,12,166.500,250.500
13,0,6,6,6,108.500,233.500
14,0,15,15,15,80.500,239.500
