 ,Area,Mean,Min,Max,X,Y
1,0,9,9,9,36.000,224.000
2,0,9,9,9,183.500,188.500
3,0,15,15,15,235.500,146.500
4,0,9,9,9,239.500,189.500
5,0,8,8,8,493.500,206.500
6,0,15,15,15,610.500,180.500
7,0,15,15,15,538.500,256.500
8,0,7,7,7,490.500,226.500
9,0,15,15,15,316.500,232.500
10,0,9,9,9,295.500,237.500
11,0,1,1,1,152.500,237.500
12,0,9,9,9,129.500,240.500
13,0,0,0,0,71.500,235.500
14,0,7,7,7,80.500,232.500
