 ,Area,Mean,Min,Max,X,Y
1,0,4,4,4,42.000,175.000
2,0,12,12,12,222.500,132.500
3,0,12,12,12,257.500,91.500
4,0,8,8,8,259.500,138.500
5,0,8,8,8,365.500,151.500
6,0,1,1,1,604.500,73.500
7,0,5,5,5,388.500,204.500
8,0,12,12,12,364.500,178.500
9,0,11,11,11,302.500,186.500
10,0,12,12,12,283.500,196.500
11,0,10,10,10,166.500,193.500
12,0,12,12,12,137.500,197.500
13,0,6,6,6,81.500,189.500
14,0,8,8,8,66.500,188.500
