 ,Area,Mean,Min,Max,X,Y
1,0,5,5,5,43.000,156.000
2,0,14,14,14,112.167,172.833
3,0,15,15,15,98.167,175.500
4,0,1,1,1,245.500,120.167
5,0,2,2,2,301.500,125.500
6,0,15,15,15,301.500,102.167
7,0,15,15,15,186.833,190.167
8,0,2,2,2,226.167,191.500
9,0,7,7,7,355.833,186.833
10,0,1,1,1,399.167,173.500
11,0,11,11,11,482.500,146.833
12,0,3,3,3,467.167,166.833
13,0,15,15,15,533.167,182.167
14,0,2,2,2,621.167,116.167
