 ,Area,Mean,Min,Max,X,Y
1,0,47,47,47,40.000,90.000
2,0,85,85,85,229.500,73.500
3,0,1,1,1,267.500,57.500
4,0,59,59,59,261.500,77.500
5,0,1,1,1,499.500,93.500
6,0,6,6,6,596.500,59.500
7,0,115,115,115,533.500,143.500
8,0,92,92,92,489.500,110.500
9,0,75,75,75,408.500,124.500
10,0,0,0,0,359.500,133.500
11,0,34,34,34,180.500,135.500
12,0,82,82,82,158.500,121.500
13,0,71,71,71,105.500,115.500
14,0,47,47,47,85.500,119.500
