 ,Area,Mean,Min,Max,X,Y
1,0,15,15,15,47.000,170.000
2,0,0,0,0,215.500,128.500
3,0,13,13,13,260.500,78.500
4,0,3,3,3,294.500,131.500
5,0,1,1,1,457.500,151.500
6,0,4,4,4,599.500,117.500
7,0,3,3,3,508.500,212.500
8,0,3,3,3,455.500,173.500
9,0,3,3,3,352.500,194.500
10,0,15,15,15,330.500,205.500
11,0,0,0,0,184.500,208.500
12,0,7,7,7,158.500,202.500
13,0,13,13,13,110.500,185.500
14,0,15,15,15,85.500,180.500
