path,identifier2,species,dup,filename,filename2,higher_taxon,common_name,highest_common_name
lep_photos/Acanthopteroctetes unifascia/Acanthopteroctetes_unifascia_M_1477601198_lg.jpg,Acanthopteroctetes_unifascia_M_1477601198_lg.jpg,Acanthopteroctetes unifascia,FALSE,Acanthopteroctetes_unifascia_M_1477601198_lg.jpg,Acanthopteroctetes_unifascia_M_1477601198_lg,Neopseustoidea,Archaic bell moths,moths
lep_photos/Acanthopteroctetes unifascia/MCZ-ENT00754647_Acanthopteroctetes_unifascia_had.jpg,MCZ-ENT00754647_Acanthopteroctetes_unifascia_had.jpg,Acanthopteroctetes unifascia,FALSE,MCZ-ENT00754647_Acanthopteroctetes_unifascia_had.jpg,MCZ-ENT00754647_Acanthopteroctetes_unifascia_had,Neopseustoidea,Archaic bell moths,moths
lep_photos/Acrocercops transecta/transecta_Acrocercops_A_EIHU.jpg,transecta_Acrocercops_A_EIHU.jpg,Acrocercops transecta,FALSE,transecta_Acrocercops_A_EIHU.jpg,transecta_Acrocercops_A_EIHU,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
lep_photos/Actias luna/MCZ-ENT00639291_Actias_luna_had.JPG,MCZ-ENT00639291_Actias_luna_had.JPG,Actias luna,FALSE,MCZ-ENT00639291_Actias_luna_had.JPG,MCZ-ENT00639291_Actias_luna_had,Bombycoidea,Sphynx/Silk moths,moths
lep_photos/Actias luna/MCZ-ENT00639295_Actias_luna_had.JPG,MCZ-ENT00639295_Actias_luna_had.JPG,Actias luna,FALSE,MCZ-ENT00639295_Actias_luna_had.JPG,MCZ-ENT00639295_Actias_luna_had,Bombycoidea,Sphynx/Silk moths,moths
lep_photos/Actias luna/UDCC_TCN_00062177_1487105077_lg.jpg,UDCC_TCN_00062177_1487105077_lg.jpg,Actias luna,FALSE,UDCC_TCN_00062177_1487105077_lg.jpg,UDCC_TCN_00062177_1487105077_lg,Bombycoidea,Sphynx/Silk moths,moths
lep_photos/Actias luna/UDCC_TCN_00062222_1487351569_lg.jpg,UDCC_TCN_00062222_1487351569_lg.jpg,Actias luna,FALSE,UDCC_TCN_00062222_1487351569_lg.jpg,UDCC_TCN_00062222_1487351569_lg,Bombycoidea,Sphynx/Silk moths,moths
lep_photos/Adhemarius daphne/BC-EMEM_%5B292%5D%2B1165507284.JPG,BC-EMEM_%5B292%5D%2B1165507284.JPG,Adhemarius daphne,FALSE,BC-EMEM_%5B292%5D%2B1165507284.JPG,BC-EMEM_%5B292%5D%2B1165507284,Bombycoidea,Sphynx/Silk moths,moths
lep_photos/Agathiphaga queenslandensis/10ANIC_03227%2B1287104404.jpg,10ANIC_03227%2B1287104404.jpg,Agathiphaga queenslandensis,FALSE,10ANIC_03227%2B1287104404.jpg,10ANIC_03227%2B1287104404,Agathiphagoidea,Kauri moths,moths
lep_photos/Agrotis infusa/Preview001.jpg,Preview001.jpg,Agrotis infusa,FALSE,Preview001.jpg,Preview001,Noctuoidea,Owlet moths,moths
lep_photos/Alucita desmodactyla/MCZ-ENT00754689_Alucita_desmodactyla_lbs.jpg,MCZ-ENT00754689_Alucita_desmodactyla_lbs.jpg,Alucita desmodactyla,FALSE,MCZ-ENT00754689_Alucita_desmodactyla_lbs.jpg,MCZ-ENT00754689_Alucita_desmodactyla_lbs,Alucitoidea,Many-plumed moths,moths
lep_photos/Alucita desmodactyla/MCZ-ENT00754690_Alucita_desmodactyla_had.jpg,MCZ-ENT00754690_Alucita_desmodactyla_had.jpg,Alucita desmodactyla,FALSE,MCZ-ENT00754690_Alucita_desmodactyla_had.jpg,MCZ-ENT00754690_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
lep_photos/Alucita desmodactyla/MCZ-ENT00754691_Alucita_desmodactyla_had.jpg,MCZ-ENT00754691_Alucita_desmodactyla_had.jpg,Alucita desmodactyla,FALSE,MCZ-ENT00754691_Alucita_desmodactyla_had.jpg,MCZ-ENT00754691_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
lep_photos/Alucita desmodactyla/MCZ-ENT00754692_Alucita_desmodactyla_had.jpg,MCZ-ENT00754692_Alucita_desmodactyla_had.jpg,Alucita desmodactyla,FALSE,MCZ-ENT00754692_Alucita_desmodactyla_had.jpg,MCZ-ENT00754692_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
lep_photos/Alucita desmodactyla/MCZ-ENT00754693_Alucita_desmodactyla_had.jpg,MCZ-ENT00754693_Alucita_desmodactyla_had.jpg,Alucita desmodactyla,FALSE,MCZ-ENT00754693_Alucita_desmodactyla_had.jpg,MCZ-ENT00754693_Alucita_desmodactyla_had,Alucitoidea,Many-plumed moths,moths
lep_photos/Alucita desmodactyla/MCZ-ENT00754696_Alucita_desmodactyla_had2.jpg,MCZ-ENT00754696_Alucita_desmodactyla_had2.jpg,Alucita desmodactyla,FALSE,MCZ-ENT00754696_Alucita_desmodactyla_had2.jpg,MCZ-ENT00754696_Alucita_desmodactyla_had2,Alucitoidea,Many-plumed moths,moths
lep_photos/Amata phegea/057-04-Amata_phegea_(5557).jpg,057-04-Amata_phegea_(5557).jpg,Amata phegea,FALSE,057-04-Amata_phegea_(5557).jpg,057-04-Amata_phegea_(5557),Noctuoidea,Owlet moths,moths
lep_photos/Amata phegea/2EE7B9E9027418FBB8CAF562A9B51F38B207EC4F8305D0EB1CD4AD0FC41EB43C.JPG,2EE7B9E9027418FBB8CAF562A9B51F38B207EC4F8305D0EB1CD4AD0FC41EB43C.JPG,Amata phegea,FALSE,2EE7B9E9027418FBB8CAF562A9B51F38B207EC4F8305D0EB1CD4AD0FC41EB43C.JPG,2EE7B9E9027418FBB8CAF562A9B51F38B207EC4F8305D0EB1CD4AD0FC41EB43C,Noctuoidea,Owlet moths,moths
lep_photos/Amata phegea/3147B5A0FFA94C2BB241FC008EE0DE32457A294613E79AA69357EE4084D320B6.JPG,3147B5A0FFA94C2BB241FC008EE0DE32457A294613E79AA69357EE4084D320B6.JPG,Amata phegea,FALSE,3147B5A0FFA94C2BB241FC008EE0DE32457A294613E79AA69357EE4084D320B6.JPG,3147B5A0FFA94C2BB241FC008EE0DE32457A294613E79AA69357EE4084D320B6,Noctuoidea,Owlet moths,moths
lep_photos/Amata phegea/45320922E3A0512DF785B963929B43E8AAB73F30A6742EB9893C4D415A386A2E.JPG,45320922E3A0512DF785B963929B43E8AAB73F30A6742EB9893C4D415A386A2E.JPG,Amata phegea,FALSE,45320922E3A0512DF785B963929B43E8AAB73F30A6742EB9893C4D415A386A2E.JPG,45320922E3A0512DF785B963929B43E8AAB73F30A6742EB9893C4D415A386A2E,Noctuoidea,Owlet moths,moths
lep_photos/Amata phegea/6000F4EF25BAE91F7ED0A7E3A3CF337D71421F4AD644F2B7D7541A15A30AC71E.JPG,6000F4EF25BAE91F7ED0A7E3A3CF337D71421F4AD644F2B7D7541A15A30AC71E.JPG,Amata phegea,FALSE,6000F4EF25BAE91F7ED0A7E3A3CF337D71421F4AD644F2B7D7541A15A30AC71E.JPG,6000F4EF25BAE91F7ED0A7E3A3CF337D71421F4AD644F2B7D7541A15A30AC71E,Noctuoidea,Owlet moths,moths
lep_photos/Amata phegea/8FA6741E2CBF52F6FE16B77F51043F9F825361C19F20548BE1A7BE636769EE04.JPG,8FA6741E2CBF52F6FE16B77F51043F9F825361C19F20548BE1A7BE636769EE04.JPG,Amata phegea,FALSE,8FA6741E2CBF52F6FE16B77F51043F9F825361C19F20548BE1A7BE636769EE04.JPG,8FA6741E2CBF52F6FE16B77F51043F9F825361C19F20548BE1A7BE636769EE04,Noctuoidea,Owlet moths,moths
lep_photos/Amata phegea/91815F1F225202F8485D1DD08A4FB99BF25FD53B2D834DF9D10D824DED073466.JPG,91815F1F225202F8485D1DD08A4FB99BF25FD53B2D834DF9D10D824DED073466.JPG,Amata phegea,FALSE,91815F1F225202F8485D1DD08A4FB99BF25FD53B2D834DF9D10D824DED073466.JPG,91815F1F225202F8485D1DD08A4FB99BF25FD53B2D834DF9D10D824DED073466,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/04631573-b340-4e04-955b-79f919c94d70_image.jpg,04631573-b340-4e04-955b-79f919c94d70_image.jpg,Amphipyra pyramidea,FALSE,04631573-b340-4e04-955b-79f919c94d70_image.jpg,04631573-b340-4e04-955b-79f919c94d70_image,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/350463.jpg,350463.jpg,Amphipyra pyramidea,FALSE,350463.jpg,350463,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/3c48ce08-3be7-4a06-b068-10ec351e16fb_image.jpg,3c48ce08-3be7-4a06-b068-10ec351e16fb_image.jpg,Amphipyra pyramidea,FALSE,3c48ce08-3be7-4a06-b068-10ec351e16fb_image.jpg,3c48ce08-3be7-4a06-b068-10ec351e16fb_image,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/69A280AABB611685C5A6FCA5ECBAA6CE708EA8E43BDD4E917B81301D39D9E7AE.jpg,69A280AABB611685C5A6FCA5ECBAA6CE708EA8E43BDD4E917B81301D39D9E7AE.jpg,Amphipyra pyramidea,FALSE,69A280AABB611685C5A6FCA5ECBAA6CE708EA8E43BDD4E917B81301D39D9E7AE.jpg,69A280AABB611685C5A6FCA5ECBAA6CE708EA8E43BDD4E917B81301D39D9E7AE,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/6b4f0a52-a0ca-4bb6-8423-bfaa7d366723_image.jpg,6b4f0a52-a0ca-4bb6-8423-bfaa7d366723_image.jpg,Amphipyra pyramidea,FALSE,6b4f0a52-a0ca-4bb6-8423-bfaa7d366723_image.jpg,6b4f0a52-a0ca-4bb6-8423-bfaa7d366723_image,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/Amphipyra pyramidea_Preview001.jpg,Amphipyra pyramidea_Preview001.jpg,Amphipyra pyramidea,FALSE,Amphipyra pyramidea_Preview001.jpg,Amphipyra pyramidea_Preview001,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/C2308030591FA3FCE2A60EF089A7FD6B83C2273F879559B1B8FE93F5FCCC6928.jpg,C2308030591FA3FCE2A60EF089A7FD6B83C2273F879559B1B8FE93F5FCCC6928.jpg,Amphipyra pyramidea,FALSE,C2308030591FA3FCE2A60EF089A7FD6B83C2273F879559B1B8FE93F5FCCC6928.jpg,C2308030591FA3FCE2A60EF089A7FD6B83C2273F879559B1B8FE93F5FCCC6928,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/F0C0F1333F1466F2CF6632C58A2B6C5178B63A9CA7649A085C916C0ECAFEE957.jpg,F0C0F1333F1466F2CF6632C58A2B6C5178B63A9CA7649A085C916C0ECAFEE957.jpg,Amphipyra pyramidea,FALSE,F0C0F1333F1466F2CF6632C58A2B6C5178B63A9CA7649A085C916C0ECAFEE957.jpg,F0C0F1333F1466F2CF6632C58A2B6C5178B63A9CA7649A085C916C0ECAFEE957,Noctuoidea,Owlet moths,moths
lep_photos/Amphipyra pyramidea/LEP_8146-4507-3708-4122(1).jpg,LEP_8146-4507-3708-4122(1).jpg,Amphipyra pyramidea,FALSE,LEP_8146-4507-3708-4122(1).jpg,LEP_8146-4507-3708-4122(1),Noctuoidea,Owlet moths,moths
lep_photos/Amphithera heteroleuca/10ANIC_05178%2B1287424348.JPG,10ANIC_05178%2B1287424348.JPG,Amphithera heteroleuca,FALSE,10ANIC_05178%2B1287424348.JPG,10ANIC_05178%2B1287424348,Gracillarioidea,Cocoon-maker/leaf blotch miner moths,moths
lep_photos/Amyelois transitella/ASUHIC0128107_habitus_dorsal_1574452466_lg.jpg,ASUHIC0128107_habitus_dorsal_1574452466_lg.jpg,Amyelois transitella,FALSE,ASUHIC0128107_habitus_dorsal_1574452466_lg.jpg,ASUHIC0128107_habitus_dorsal_1574452466_lg,Pyraloidea,Snout moths,moths
lep_photos/Amyelois transitella/IMG_018893.JPG,IMG_018893.JPG,Amyelois transitella,FALSE,IMG_018893.JPG,IMG_018893,Pyraloidea,Snout moths,moths
lep_photos/Amyelois transitella/IMG_018894.JPG,IMG_018894.JPG,Amyelois transitella,FALSE,IMG_018894.JPG,IMG_018894,Pyraloidea,Snout moths,moths
lep_photos/Amyelois transitella/IMG_018895.JPG,IMG_018895.JPG,Amyelois transitella,FALSE,IMG_018895.JPG,IMG_018895,Pyraloidea,Snout moths,moths
lep_photos/Amyelois transitella/IMG_018896.JPG,IMG_018896.JPG,Amyelois transitella,FALSE,IMG_018896.JPG,IMG_018896,Pyraloidea,Snout moths,moths
lep_photos/Amyelois transitella/IMG_018900.JPG,IMG_018900.JPG,Amyelois transitella,FALSE,IMG_018900.JPG,IMG_018900,Pyraloidea,Snout moths,moths
lep_photos/Amyelois transitella/IMG_018904.JPG,IMG_018904.JPG,Amyelois transitella,FALSE,IMG_018904.JPG,IMG_018904,Pyraloidea,Snout moths,moths
lep_photos/Amyelois transitella/MEM368119_Amyelois_transitella_1547049892_lg.jpg,MEM368119_Amyelois_transitella_1547049892_lg.jpg,Amyelois transitella,FALSE,MEM368119_Amyelois_transitella_1547049892_lg.jpg,MEM368119_Amyelois_transitella_1547049892_lg,Pyraloidea,Snout moths,moths
lep_photos/Andesiana lamellata/USNMENT00657461%2B1297458178.JPG,USNMENT00657461%2B1297458178.JPG,Andesiana lamellata,FALSE,USNMENT00657461%2B1297458178.JPG,USNMENT00657461%2B1297458178,Andesianoidea,Andean endemic moths,moths
lep_photos/Anigraea sp/10ANIC_08417%2B1288115850.jpg,10ANIC_08417%2B1288115850.jpg,Anigraea sp,FALSE,10ANIC_08417%2B1288115850.jpg,10ANIC_08417%2B1288115850,Noctuoidea,Owlet moths,moths
lep_photos/Antaeotricha schlaegeri/MEM56725_Antaeotricha_schlaege_1517935449_lg.jpg,MEM56725_Antaeotricha_schlaege_1517935449_lg.jpg,Antaeotricha schlaegeri,FALSE,MEM56725_Antaeotricha_schlaege_1517935449_lg.jpg,MEM56725_Antaeotricha_schlaege_1517935449_lg,Gelechioidea,Curved-horn moths,moths
lep_photos/Anthocharis cardamines/005-04-Anthocharis_cardamines_(411-412).jpg,005-04-Anthocharis_cardamines_(411-412).jpg,Anthocharis cardamines,FALSE,005-04-Anthocharis_cardamines_(411-412).jpg,005-04-Anthocharis_cardamines_(411-412),Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Anthocharis cardamines/0115B1B1634BF944D7078BEBAF701F5E8924128A2ADA7434F6CA622A5BBA2429.jpg,0115B1B1634BF944D7078BEBAF701F5E8924128A2ADA7434F6CA622A5BBA2429.jpg,Anthocharis cardamines,FALSE,0115B1B1634BF944D7078BEBAF701F5E8924128A2ADA7434F6CA622A5BBA2429.jpg,0115B1B1634BF944D7078BEBAF701F5E8924128A2ADA7434F6CA622A5BBA2429,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Anthocharis cardamines/146C6244FC93A80B69B47A415D0A4383425DD91101C226FE3696410EBE96B91B.JPG,146C6244FC93A80B69B47A415D0A4383425DD91101C226FE3696410EBE96B91B.JPG,Anthocharis cardamines,FALSE,146C6244FC93A80B69B47A415D0A4383425DD91101C226FE3696410EBE96B91B.JPG,146C6244FC93A80B69B47A415D0A4383425DD91101C226FE3696410EBE96B91B,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Anthocharis cardamines/24F115679E081CF0EE90421A815C3D8A18E14BA472D6B57D96C64AA7052962E8.JPG,24F115679E081CF0EE90421A815C3D8A18E14BA472D6B57D96C64AA7052962E8.JPG,Anthocharis cardamines,FALSE,24F115679E081CF0EE90421A815C3D8A18E14BA472D6B57D96C64AA7052962E8.JPG,24F115679E081CF0EE90421A815C3D8A18E14BA472D6B57D96C64AA7052962E8,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Anthocharis cardamines/321620.jpg,321620.jpg,Anthocharis cardamines,FALSE,321620.jpg,321620,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Anthocharis cardamines/4124D9D561F80AD281670EF46FE2FBA6A0E3240D294FB662E5C12D6E2B3CCECE.JPG,4124D9D561F80AD281670EF46FE2FBA6A0E3240D294FB662E5C12D6E2B3CCECE.JPG,Anthocharis cardamines,FALSE,4124D9D561F80AD281670EF46FE2FBA6A0E3240D294FB662E5C12D6E2B3CCECE.JPG,4124D9D561F80AD281670EF46FE2FBA6A0E3240D294FB662E5C12D6E2B3CCECE,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Anthocharis cardamines/4797BC17986871FA95408C5F40DB0AB1D206CCEC52E487875C4D592E5C6690C1.JPG,4797BC17986871FA95408C5F40DB0AB1D206CCEC52E487875C4D592E5C6690C1.JPG,Anthocharis cardamines,FALSE,4797BC17986871FA95408C5F40DB0AB1D206CCEC52E487875C4D592E5C6690C1.JPG,4797BC17986871FA95408C5F40DB0AB1D206CCEC52E487875C4D592E5C6690C1,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Anthocharis cardamines/5E3356F26396888A62775D8340744A1E46037C968D1266655944CB7705214F9B.jpg,5E3356F26396888A62775D8340744A1E46037C968D1266655944CB7705214F9B.jpg,Anthocharis cardamines,FALSE,5E3356F26396888A62775D8340744A1E46037C968D1266655944CB7705214F9B.jpg,5E3356F26396888A62775D8340744A1E46037C968D1266655944CB7705214F9B,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Apatelodes pithala/Bc-Her5212%2B1544558604.jpg,Bc-Her5212%2B1544558604.jpg,Apatelodes pithala,FALSE,Bc-Her5212%2B1544558604.jpg,Bc-Her5212%2B1544558604,Bombycoidea,Sphynx/Silk moths,moths
lep_photos/Archaeoses polygrapha/10ANIC_09141%2B1288923602.jpg,10ANIC_09141%2B1288923602.jpg,Archaeoses polygrapha,FALSE,10ANIC_09141%2B1288923602.jpg,10ANIC_09141%2B1288923602,Cossoidea,Carpenter moths,moths
lep_photos/Arctopsyche palpata/F27434.jpg,F27434.jpg,Arctopsyche palpata,FALSE,F27434.jpg,F27434,Trichoptera,Caddisflies caddisflies,caddisflies
lep_photos/Artace sp/GD-GF_0181_16319R%2B1540588008.jpg,GD-GF_0181_16319R%2B1540588008.jpg,Artace sp,FALSE,GD-GF_0181_16319R%2B1540588008.jpg,GD-GF_0181_16319R%2B1540588008,Lasiocampoidea,Eggars/Tent moths,moths
lep_photos/Ascia monuste/27831373165_953b087e67.jpg,27831373165_953b087e67.jpg,Ascia monuste,FALSE,27831373165_953b087e67.jpg,27831373165_953b087e67,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/576384?rendering=original.jpg,576384?rendering=original.jpg,Ascia monuste,FALSE,576384?rendering=original.jpg,576384?rendering=original,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/default.jpg,default.jpg,Ascia monuste,FALSE,default.jpg,default,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/IMG_139460.JPG,IMG_139460.JPG,Ascia monuste,FALSE,IMG_139460.JPG,IMG_139460,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/MCZ-ENT00752714_Attacus_atlas_had.JPG,MCZ-ENT00752714_Attacus_atlas_had.JPG,Ascia monuste,FALSE,MCZ-ENT00752714_Attacus_atlas_had.JPG,MCZ-ENT00752714_Attacus_atlas_had,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/MCZ-ENT00752716_Attacus_atlas_lbs.JPG,MCZ-ENT00752716_Attacus_atlas_lbs.JPG,Ascia monuste,FALSE,MCZ-ENT00752716_Attacus_atlas_lbs.JPG,MCZ-ENT00752716_Attacus_atlas_lbs,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/MCZ-ENT00752720_Attacus_atlas_lbs.JPG,MCZ-ENT00752720_Attacus_atlas_lbs.JPG,Ascia monuste,FALSE,MCZ-ENT00752720_Attacus_atlas_lbs.JPG,MCZ-ENT00752720_Attacus_atlas_lbs,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM122780.JPG,SDNHM122780.JPG,Ascia monuste,FALSE,SDNHM122780.JPG,SDNHM122780,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210367.JPG,SDNHM210367.JPG,Ascia monuste,FALSE,SDNHM210367.JPG,SDNHM210367,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210369.JPG,SDNHM210369.JPG,Ascia monuste,FALSE,SDNHM210369.JPG,SDNHM210369,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210379.JPG,SDNHM210379.JPG,Ascia monuste,FALSE,SDNHM210379.JPG,SDNHM210379,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210380.JPG,SDNHM210380.JPG,Ascia monuste,FALSE,SDNHM210380.JPG,SDNHM210380,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210381.JPG,SDNHM210381.JPG,Ascia monuste,FALSE,SDNHM210381.JPG,SDNHM210381,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210382.JPG,SDNHM210382.JPG,Ascia monuste,FALSE,SDNHM210382.JPG,SDNHM210382,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210383.JPG,SDNHM210383.JPG,Ascia monuste,FALSE,SDNHM210383.JPG,SDNHM210383,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210384.JPG,SDNHM210384.JPG,Ascia monuste,FALSE,SDNHM210384.JPG,SDNHM210384,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210385.JPG,SDNHM210385.JPG,Ascia monuste,FALSE,SDNHM210385.JPG,SDNHM210385,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210386.JPG,SDNHM210386.JPG,Ascia monuste,FALSE,SDNHM210386.JPG,SDNHM210386,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/SDNHM210388.JPG,SDNHM210388.JPG,Ascia monuste,FALSE,SDNHM210388.JPG,SDNHM210388,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/UVGC0006156_1637360471_lg.jpg,UVGC0006156_1637360471_lg.jpg,Ascia monuste,FALSE,UVGC0006156_1637360471_lg.jpg,UVGC0006156_1637360471_lg,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/UVGC0006157_1637360613_lg.jpg,UVGC0006157_1637360613_lg.jpg,Ascia monuste,FALSE,UVGC0006157_1637360613_lg.jpg,UVGC0006157_1637360613_lg,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/UVGC0006430_1644963179_lg.jpg,UVGC0006430_1644963179_lg.jpg,Ascia monuste,FALSE,UVGC0006430_1644963179_lg.jpg,UVGC0006430_1644963179_lg,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/UVGC0006613_1645546962_lg.jpg,UVGC0006613_1645546962_lg.jpg,Ascia monuste,FALSE,UVGC0006613_1645546962_lg.jpg,UVGC0006613_1645546962_lg,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Ascia monuste/UVGC0006614_1636471804_lg.jpg,UVGC0006614_1636471804_lg.jpg,Ascia monuste,FALSE,UVGC0006614_1636471804_lg.jpg,UVGC0006614_1636471804_lg,Papilionoidea,Papilionoid butterflies,butterflies
lep_photos/Auriculoceryx pterodactyliformis/KHC-4817d%2B1265232266.JPG,KHC-4817d%2B1265232266.JPG,Auriculoceryx pterodactyliformis,FALSE,KHC-4817d%2B1265232266.JPG,KHC-4817d%2B1265232266,Noctuoidea,Owlet moths,moths
lep_photos/Autosticha sp/IMG_7570%2B1443120946.JPG,IMG_7570%2B1443120946.JPG,Autosticha sp,FALSE,IMG_7570%2B1443120946.JPG,IMG_7570%2B1443120946,Gelechioidea,Curved-horn moths,moths
lep_photos/Axia margarita/BC_ZSM_Lep_45097%2B1284456554.JPG,BC_ZSM_Lep_45097%2B1284456554.JPG,Axia margarita,FALSE,BC_ZSM_Lep_45097%2B1284456554.JPG,BC_ZSM_Lep_45097%2B1284456554,Drepanoidea,Hook-tip moths,moths
lep_photos/Bembecia ichneumoniformis/034-20-Bembecia_ichneumoniformis_(3447).jpg,034-20-Bembecia_ichneumoniformis_(3447).jpg,Bembecia ichneumoniformis,FALSE,034-20-Bembecia_ichneumoniformis_(3447).jpg,034-20-Bembecia_ichneumoniformis_(3447),Sesioidea,Clearwing moths,moths
lep_photos/Bembecia ichneumoniformis/109AB28D4A5442491428B57FC9EC5E7A229E5E53AAAFB08A6947CFCD4E90A06B.jpg,109AB28D4A5442491428B57FC9EC5E7A229E5E53AAAFB08A6947CFCD4E90A06B.jpg,Bembecia ichneumoniformis,FALSE,109AB28D4A5442491428B57FC9EC5E7A229E5E53AAAFB08A6947CFCD4E90A06B.jpg,109AB28D4A5442491428B57FC9EC5E7A229E5E53AAAFB08A6947CFCD4E90A06B,Sesioidea,Clearwing moths,moths
lep_photos/Bembecia ichneumoniformis/53f49cec-d5e0-4340-9bea-8abbcb535a66_image.jpg,53f49cec-d5e0-4340-9bea-8abbcb535a66_image.jpg,Bembecia ichneumoniformis,FALSE,53f49cec-d5e0-4340-9bea-8abbcb535a66_image.jpg,53f49cec-d5e0-4340-9bea-8abbcb535a66_image,Sesioidea,Clearwing moths,moths
lep_photos/Bembecia ichneumoniformis/88B5DCEEF41CB97EAD1503013B6F7B5B1E5111A185DE057809DB34E04D4F0583.JPG,88B5DCEEF41CB97EAD1503013B6F7B5B1E5111A185DE057809DB34E04D4F0583.JPG,Bembecia ichneumoniformis,FALSE,88B5DCEEF41CB97EAD1503013B6F7B5B1E5111A185DE057809DB34E04D4F0583.JPG,88B5DCEEF41CB97EAD1503013B6F7B5B1E5111A185DE057809DB34E04D4F0583,Sesioidea,Clearwing moths,moths
lep_photos/Bembecia ichneumoniformis/DE44D93D8547B6D641C2F31F62F12C23E162EA1F8E392804AA8E5EBE48F7CFB2.JPG,DE44D93D8547B6D641C2F31F62F12C23E162EA1F8E392804AA8E5EBE48F7CFB2.JPG,Bembecia ichneumoniformis,FALSE,DE44D93D8547B6D641C2F31F62F12C23E162EA1F8E392804AA8E5EBE48F7CFB2.JPG,DE44D93D8547B6D641C2F31F62F12C23E162EA1F8E392804AA8E5EBE48F7CFB2,Sesioidea,Clearwing moths,moths
lep_photos/Biston betularia/063EF00CC8CE0C648384DA1BF9ECCC78E92ECB619DCCB9AB252B54BFBDAC7AC8.JPG,063EF00CC8CE0C648384DA1BF9ECCC78E92ECB619DCCB9AB252B54BFBDAC7AC8.JPG,Biston betularia,FALSE,063EF00CC8CE0C648384DA1BF9ECCC78E92ECB619DCCB9AB252B54BFBDAC7AC8.JPG,063EF00CC8CE0C648384DA1BF9ECCC78E92ECB619DCCB9AB252B54BFBDAC7AC8,Geometroidea,Geometrid moths,moths
lep_photos/Biston betularia/49957F535F9CA260B2475ADD7352F24702067C964A7BEED41AC726572AF909EC.jpg,49957F535F9CA260B2475ADD7352F24702067C964A7BEED41AC726572AF909EC.jpg,Biston betularia,FALSE,49957F535F9CA260B2475ADD7352F24702067C964A7BEED41AC726572AF909EC.jpg,49957F535F9CA260B2475ADD7352F24702067C964A7BEED41AC726572AF909EC,Geometroidea,Geometrid moths,moths
