 ,Area,Mean,Min,Max,X,Y
1,0,14,14,14,47.500,185.000
2,0,1,1,1,200.500,158.000
3,0,12,12,12,259.500,110.500
4,0,14,14,14,283.500,161.000
5,0,3,3,3,457.500,176.500
6,0,15,15,15,601.000,116.000
7,0,9,9,9,521.500,229.000
8,0,12,12,12,463.000,199.500
9,0,15,15,15,352.500,210.000
10,0,12,12,12,318.000,221.500
11,0,12,12,12,210.500,215.500
12,0,12,12,12,169.500,216.000
13,0,6,6,6,110.500,201.000
14,0,12,12,12,78.500,201.000
