 ,Area,Mean,Min,Max,X,Y
1,0,15,15,15,43.000,208.000
2,0,12,12,12,204.500,172.500
3,0,3,3,3,258.500,122.500
4,0,11,11,11,257.500,171.500
5,0,8,8,8,500.500,200.500
6,0,15,15,15,600.500,150.500
7,0,15,15,15,548.500,252.500
8,0,15,15,15,493.500,213.500
9,0,12,12,12,352.500,225.500
10,0,10,10,10,308.500,232.500
11,0,4,4,4,193.500,235.500
12,0,2,2,2,166.500,237.500
13,0,15,15,15,113.500,229.500
14,0,15,15,15,98.500,230.500
