 ,Area,Mean,Min,Max,X,Y
1,0,1,1,1,54.167,215.833
2,0,1,1,1,238.500,191.500
3,0,12,12,12,287.500,158.500
4,0,12,12,12,288.833,194.500
5,0,11,11,11,462.500,196.167
6,0,6,6,6,601.833,190.500
7,0,15,15,15,509.833,215.167
8,0,12,12,12,467.833,209.833
9,0,1,1,1,233.167,225.833
10,0,1,1,1,203.167,225.167
11,0,0,0,0,147.833,223.833
12,0,2,2,2,125.833,224.167
13,0,7,7,7,72.500,218.500
14,0,12,12,12,63.500,221.500
