 ,Area,Mean,Min,Max,X,Y
1,0,13,13,13,44.000,197.000
2,0,11,11,11,241.500,160.500
3,0,11,11,11,299.500,121.500
4,0,5,5,5,309.500,167.500
5,0,11,11,11,481.500,190.500
6,0,15,15,15,595.500,153.500
7,0,15,15,15,537.500,238.500
8,0,15,15,15,479.500,210.500
9,0,4,4,4,336.500,215.500
10,0,6,6,6,312.500,222.500
11,0,12,12,12,170.500,214.500
12,0,1,1,1,140.500,224.500
13,0,15,15,15,77.500,213.500
14,0,11,11,11,58.500,206.500
