estuary,marine,freshwater,m_dtco,sal,fw_status,isMarine,isFreshwater,FB_HT
0.16744807921968932,1.277953555066321,0.23794112483020827,17.946018076129384,3.468336684499784,1,1,0,Euryhaline
0.06922672613595081,0.15529550634480688,1.4155008204500894,-47.0500914605313,-1.8870696490323824,1,0,1,Euryhaline
0.3501057777671456,0.9975930176940416,0.393564135328064,1.082005903512592,3.082743650543621,0,1,0,Marine
0.15413161030422246,0.8922706925033231,0.5418774035392177,1.6643031298468365,3.0441027986069,1,1,0,Marine
0.10998587378601464,0.682258630169208,0.5677457903004587,0.6571577740158133,2.8192758362124346,1,1,0,Marine
0.12112034353770552,0.7598395889949523,0.7084524753049402,0.2623673746647737,2.445685936634719,1,1,0,Marine
0.3875966866551806,0.7137243789447656,0.5639426413606289,0.5077080517680244,2.833213344056216,0,1,0,Marine
0,0.7853981633974484,0.6590580358264089,0.6583408205263889,2.6390573296152584,0,1,0,Marine
0,1.5707963267948966,0,1.4045066162292836,3.5553480614894135,0,1,0,Marine
0,0.7005763162645983,0.6472848480156526,0.30780017031169066,2.063693184711697,0,1,0,Marine
0.1779919006910933,0.8720379816062186,0.5352851836638687,0.8355934047803946,2.9251147063400382,1,1,0,Marine
0.10680329224901836,0.9117382909684876,0.5036821245676786,1.9131392771105935,3.1153058199841626,0,1,0,Marine
0.10513745925018957,0.9145839973394349,0.5043036147342754,1.9438225878106996,3.1118252631768755,0,1,0,Marine
0.10365842232955132,0.7821861498705092,0.5933441360004339,0.5449984621549919,2.7800856336539588,1,1,0,Euryhaline
0.1253278311680654,0.848062078981481,0.4675425206967972,0.7944633215157508,2.8578624793308705,0,1,0,Marine
0.2013579207903308,0.7653928262204539,0.6154797086703873,0.2798699713015494,2.45022109180011,1,1,0,Marine
0.14785697653856314,0.8751956378335041,0.6284073316282178,0.8323216121944781,2.7132995569883542,1,1,0,Marine
0.09065988720074512,0.8305414377279634,0.5876610248513529,0.6587833698837765,2.809365277914737,1,1,0,Marine
0.127344027134682,1.0379344582703816,0.34267817224467023,30.52283364835432,3.415462958820978,0,1,0,Marine
0,0,1.5707963267948966,-243.0544897914274,0,1,0,1,Fresh
0,0,1.5707963267948966,-243.0544897914274,0,1,0,1,Fresh
0.6387551314958454,0.8304829291969326,0.5935192608829893,0.2316132239202836,2.545931351625775,0,1,0,Euryhaline
0.4007344916358752,0.8905186904600628,0.5748859387892161,1.2062742302606406,2.8884636204765357,1,1,0,Marine
0,0,1.5707963267948966,-47.144606559614225,0,1,0,1,Fresh
0,1.2291595781988287,0.23917559590734688,5.497115157053634,3.4710069130556627,1,1,0,Marine
0.4205343352839651,0.6154797086703873,0.9553166181245092,-0.5101086441275064,0,0,1,0,Marine
0,0.8914548186370628,0.5386634660807871,1.8170600265437105,3.044522437723423,0,1,0,Marine
0.15439383333160067,0.8361610001455255,0.7278386818673932,0.3684300676351656,2.3691057753356084,1,1,0,Marine
0,1.041964626582575,0.4164538191705745,1.0464331689118307,3.0589111751755227,1,1,0,Marine
0,1.431672915427498,0,17.73925939050856,3.5553480614894135,0,1,0,Marine
0,0.9740531795773232,0.4086378550975924,1.0150615006282944,3.0853444322436783,1,1,0,Marine
0,0.7914224055344281,0.6884054532559418,0.3690225853993604,2.3513752571634776,1,1,0,Marine
0,0.914742952734557,0.5302865280287725,1.5692311202921545,2.975529566236472,0,1,0,Marine
0,0.7137243789447656,0.6405223126794245,0.24506147773766696,2.302585092994046,0,1,0,Marine
0,1.3002465638163236,0,18.314447471897896,3.5553480614894135,0,1,0,Marine
0,0.9975930176940416,0.4335379093558366,2.7790727534604107,3.236894330370879,0,1,0,Marine
0.09338615803264004,0.9676693297053957,0.4955164200281488,2.5362672012603458,3.133396679764203,0,1,0,Marine
0.6154797086703873,0,1.5707963267948966,-1.188724503971458,0,1,0,1,Fresh
0,0.8117261175282331,0.6522511548383568,0.29173518249509195,2.6798793241355137,0,1,0,Marine
0.31633500050926605,0.6934835059441985,0.7369352203774437,-0.13463735625633855,2.0197223069782138,0,1,0,Marine
0,0,1.5707963267948966,-10.803628610757835,0,1,0,1,Fresh
0,0,1.5707963267948966,-68.26826846333724,0,1,0,1,Euryhaline
0,1.5707963267948966,0,183.2191433252328,3.5553480614894135,0,1,0,Marine
0.24497866312686417,0.172350589899323,1.3984457368955736,-38.03941769401274,-1.0531499145913523,1,0,1,Fresh
0.08815924263434795,1.1769104129235315,0.3479774400135154,20.768069327783586,3.37921847494338,1,1,0,Marine
0.17496904566568888,0.17496904566568888,1.5707963267948966,-39.40092535852669,0.04380262265839263,1,0,1,Fresh
0,0,1.5707963267948966,-47.983659463368824,0,1,0,1,Fresh
0.41003464631274894,0.44596765328934984,0.9553166181245092,-1.4835525903143472,1.3585460491288468,1,1,1,Euryhaline
0.12067855313100972,0.3905461460350604,1.0683814272372003,-1.541628937092938,0.8387324975282807,1,1,1,Euryhaline
0.23794112483020827,0.9553166181245092,0.5551211675567872,2.0605189292118036,3.0265039322207445,0,1,0,Marine
0,1.5707963267948966,0,129.69758709737118,3.5553480614894135,0,1,0,Marine
0.09917726107940236,1.0303768265243125,0.5292408137262641,3.929268970211077,3.1515427047996134,0,1,0,Euryhaline
0.40196817728732454,0.4687303617417924,0.9338271221754948,-1.710761819432478,1.4621131976772423,1,1,0,Euryhaline
0.27277820089312815,0.6126255760856758,0.8582361571742397,-0.3339772660218724,2.071381624702736,1,1,1,Euryhaline
0,0.7436831200921408,0.8271132067027558,-0.6549586293454498,2.0890109926959863,1,1,0,Euryhaline
0.4441260998376853,0.37000520566059775,1.0881831385834737,-3.1849953835305613,1.2900844961446678,1,1,1,Euryhaline
0,0.6154797086703873,0.9553166181245092,-0.5471410993841659,0,0,1,0,Euryhaline
0.28975170143604745,0.9625507478846868,0.629839533948421,0.2534806686580611,2.6741486494265287,1,1,1,Euryhaline
0.3479774400135154,0.556562403348715,0.8319771339147805,-0.6113771483440219,1.7848865899402928,0,1,0,Euryhaline
0,0.9302740141154722,0.6405223126794245,1.331997302152761,2.862200880929469,0,1,0,Euryhaline
0,0.4205343352839651,1.5707963267948966,-227.40377341270008,1.7635885922613586,1,0,1,Fresh
0,0,1.5707963267948966,-29.892034898046663,0,1,0,1,Fresh
0,0,1.5707963267948966,-59.555475811969735,0,1,0,1,Fresh
0,0,1.5707963267948966,-92.21225284611288,0,1,0,1,Fresh
0,0,1.5707963267948966,-71.87171477492349,0,0,0,1,Fresh
0,0.12340446673478644,1.3220562768356152,-46.82995790956392,0,1,0,1,Euryhaline
0.1568156853444008,1.0831800840797905,0.4095172371512342,13.38198678936637,3.2947139012597053,0,1,0,Marine
0.33497096184136954,1.1109213982841486,0.337167967799187,6.956548056681899,3.2929372626679285,1,1,0,Marine
0.12632386314228175,1.0610566479633896,0.3398369094541219,5.331792295330277,3.317815772723105,0,1,0,Marine
0,1.1502619915109316,0,3.1687758218130884,3.332204510175204,0,1,0,Marine
0,1.0471975511965976,0.44783239692893245,2.1112612704661875,3.1033629377463563,0,1,0,Marine
0.22744986932815112,0.8448602599260877,0.5087916391563289,3.3605783583725697,3.13815261359576,0,1,0,Marine
0.21115484811615143,0.8987702345438632,0.4687957810394145,1.0308979426431266,3.0000519346985075,1,1,0,Marine
0.0859603948907123,1.0022020475503737,0.40436502139330416,1.809527369850176,3.2154657618876588,1,1,0,Marine
0.08401694474248243,0.8631762482485102,0.5437001686550457,1.3061913425938418,3.066944901779255,1,1,0,Marine
0.1001674211615598,1.01319750009536,0.38349700393093333,5.129175071334534,3.3326622808400987,0,1,0,Marine
0,1.0738638360156767,0.4405106630046985,7.049927846072139,3.2499664119382317,0,1,0,Marine
0,0.8570719478501309,0.7137243789447656,2.960032988829799,2.995732273553991,0,1,0,Marine
0,1.0048791062023288,0.3976994150920718,2.515981582033014,3.2611085884914734,0,1,0,Marine
0.07922226407604457,0.9612339942017314,0.4375509902398107,2.829548990757083,3.223683526436304,1,1,0,Marine
0.08372197309243005,0.9752414434380764,0.4927493142957548,2.025422067118312,3.114515809543958,0,1,0,Marine
0.4636476090008061,0.9911565864311924,0.5235987755982988,2.482981206507942,2.9639835752394106,0,1,0,Euryhaline
0.08461636385719089,1.116138382462864,0.37203781450441936,9.18615831249418,3.3665459236896136,0,1,0,Marine
0,0.9160949134006482,0.466450719392852,4.378356120875615,3.2046911898762445,0,1,0,Euryhaline
0,1.0340537951233275,0.37334214867462345,3.912809775773496,3.342089269407746,0,1,0,Marine
0,1.1709796628446794,0.30627736916966947,7.336310281618183,3.4327457393970815,0,1,0,Marine
0,1.2309594173407747,0.3398369094541219,8.021621879480934,3.421816668864891,0,1,0,Marine
0.07816645607096558,0.9924879585006368,0.44194617389903407,4.414205108906879,3.2366039281617813,0,1,0,Marine
0,0.869122203007293,0.5235987755982988,0.760914790230509,2.6390573296152584,0,1,0,Marine
0.07864847616912389,1.0156751592381097,0.42875598117012015,4.343651950677789,3.264860938110024,0,1,0,Marine
0.1568156853444008,0.9726731069604873,0.5444758101829857,1.1091245306594528,2.862200880929469,0,1,0,Marine
0.10332588178831392,1.1044944148397935,0.36536989794102576,3.289917276986275,3.312741961100292,0,1,0,Euryhaline
0.0763975728864543,0.8428057632549645,0.5506555979156834,1.0290827208514428,2.970786005607413,1,1,0,Marine
0.15430627699842714,0.8565037361903314,0.5258688407589912,0.8764099880741594,2.948503389951511,1,1,0,Marine
0.12632386314228175,0.12632386314228175,1.4444724636526147,-43.94310550610917,-1.5546296759391052,1,0,1,Fresh
0.13878802232775755,0.09797989116714942,1.501569600658946,-313.7756582353818,0,1,0,1,Fresh
0.12378205555991992,0.11065722117389563,1.4750134291505572,-154.3085675147748,-1.0385083645984052,1,0,1,Fresh
0,0,1.5707963267948966,-33.42909740006426,0,1,0,1,Fresh
0,0.5796397403637042,0.7853981633974484,-0.10892444608914796,2.5745188084776873,0,1,0,Euryhaline
0,1.5707963267948966,0,3.555535719039675,3.5553480614894135,1,0,1,Euryhaline
0.23147736397017837,0.4603499555505745,0.8249129675618166,-0.2633912994562866,1.5040773967762742,1,1,1,Euryhaline
0.4969324907792199,0.724642705052608,0.724642705052608,-0.4150426226445271,2.0725686623920736,1,1,0,Euryhaline
0.3875966866551806,0.5737794960262121,0.8211428883402087,-0.35774123323539964,1.7690680580259843,1,1,1,Euryhaline
0.13284361573886527,0,1.437952711056031,-12.59503269778187,-1.3862943611198906,1,0,1,Fresh
0,0,1.5707963267948966,-121.0966408878092,0,1,0,1,Fresh
0,0,1.5707963267948966,-66.31465838618841,0,1,0,1,Fresh
0,0,1.5707963267948966,-102.6685755961971,0,1,0,1,Fresh
0.1867794610815936,0.1867794610815936,1.5707963267948966,-204.64381209494871,0.08961215868968714,1,0,1,Fresh
0,0,1.5707963267948966,-444.54002539854343,0,1,0,1,Fresh
0.08411596364014919,0.08411596364014919,1.5222701592160457,-109.63537422849024,-1.6326947745983662,1,0,1,Fresh
0.1629414786105194,0.14095415622550966,1.4895964147102732,-126.61952433050732,-0.955511445027436,1,0,1,Fresh
0,0,1.5707963267948966,-73.56765809420284,0,1,0,1,Fresh
0,0,1.5707963267948966,-93.72461914851432,0,1,0,1,Fresh
0,0.08682002665142123,1.4839763001434756,-303.16133495593033,-1.3934118288887545,0,0,1,Fresh
0.0703598119962153,0.05743272640032634,1.5133636003945694,-101.86321135523863,-2.242345012616693,1,0,1,Fresh
0,0,1.5707963267948966,-72.04080173972172,0,1,0,1,Fresh
0,0,1.5707963267948966,-192.73823089438375,0,1,0,1,Fresh
0,0,1.5707963267948966,-112.6523515073884,0,1,0,1,Fresh
0,0,1.5707963267948966,-135.85357480120857,0,1,0,1,Fresh
0,0,1.5707963267948966,-36.48756492967542,0,1,0,1,Fresh
0,0,1.5707963267948966,-393.78684179723587,0,1,0,1,Fresh
0.6154797086703873,0.9553166181245092,0.6154797086703873,-20.755388991270696,1.6094379124341005,1,0,1,Fresh
0,0,1.5707963267948966,-7.850092584316152,0,1,0,1,Fresh
0.1253278311680654,0.17771060084511175,1.3930857259497849,-44.68249361309535,-1.7227665977411044,1,0,1,Euryhaline
0,0,1.5707963267948966,-24.609652675326277,0,1,0,1,Fresh
0,0,1.5707963267948966,-35.159543392191154,0,1,0,1,Fresh
0,0,1.5707963267948966,-68.50303007943525,0,1,0,1,Fresh
0,1.5707963267948966,0,99.5559098956013,3.494723439672979,0,1,0,Marine
0,0.975671759242358,0.5951245675525384,1.746042172123358,2.922825502745903,1,1,0,Euryhaline
0.516574701273162,0.6387151412090095,0.7829748905828001,-0.29093458918905685,2.1913594578838227,1,1,0,Euryhaline
0.31567712724199537,0.6699163530405422,0.8155368928794358,-0.44344150074087973,1.7429693050586232,1,1,0,Marine
0,0,1.5707963267948966,-52.85917140042455,0,1,0,1,Fresh
0,0,1.5707963267948966,-10.864736128484354,0,0,0,1,Fresh
0,0,1.5707963267948966,-30.861822962988388,0,1,0,1,Fresh
0,0,1.5707963267948966,-131.2211288149874,0,1,0,1,Fresh
0.1993472077006016,0.24497866312686417,1.286943866250822,-29.194140907263936,0.287682072451781,1,1,1,Euryhaline
0,0,1.5707963267948966,-691.8963617229451,0,1,0,1,Fresh
0.1103200154440782,0.1103200154440782,1.29773568009651,-46.13455612299456,-0.7178397931503169,1,0,1,Euryhaline
0.2705497629785729,0.3875966866551806,1.3002465638163236,-18.42387633887701,0.7221347174331975,1,1,1,Euryhaline
0.3918310243988988,0.6154797086703873,0.7853981633974484,-0.00512357089366414,2.0760574436955954,1,1,1,Euryhaline
0,0.9553166181245092,0.6154797086703873,-0.5356267548487382,2.169053700369523,1,1,1,Euryhaline
0.5951245675525384,0.6375382160939975,0.7539488592645951,-0.22368003060428,2.105287082010534,1,1,1,Euryhaline
0,0.7853981633974484,0.7853981633974484,-2.9808374116594423,0,1,1,1,Euryhaline
0.5235987755982988,1.0471975511965976,0.5235987755982988,1.400544782466897,2.0149030205422647,1,1,1,Euryhaline
0.3875966866551806,0.4812753739423435,0.9302740141154722,-1.30060260808089,1.5353299402803786,1,1,1,Euryhaline
0.4636476090008061,0.8187562376025609,0.684719203002283,-1.1011695807305668,1.8607523407150064,1,1,1,Euryhaline
0.4798470854892295,0.4798470854892295,0.8594389550009471,-0.471219588263581,1.571697584451253,1,1,1,Euryhaline
0.0899237936488343,0.9841385644723644,0.4347809811059139,1.2973744753111414,2.995732273553991,1,1,0,Marine
0,0.06762526977796621,1.5031710570169294,-323.1821526604368,-1.9084837435361957,1,0,1,Fresh
0,0,1.5707963267948966,-76.0511496169775,0,1,0,1,Fresh
0,1.0895209528525531,0.4812753739423435,0.6414855174401511,2.728669488304946,0,1,0,Marine
0,1.2741102551038768,0.28103490150281363,17.038953527199855,3.348427345682091,0,1,0,Marine
0,0,1.5707963267948966,-125.98806431671132,0,1,0,1,Fresh
0,0,1.5707963267948966,-8.832075326439147,0,1,0,1,Fresh
0,0,1.5707963267948966,-28.981643877835022,0,1,0,1,Euryhaline
0,0,1.5707963267948966,-30.619428239040552,0,1,0,1,Fresh
0,0,1.5707963267948966,-18.72335051626805,1.6094379124341005,1,0,1,Fresh
0,1.5707963267948966,0,27.41754283542122,3.5553480614894135,0,1,0,Marine
0.07588260755476195,0.17033841486145396,1.4633786181033577,-429.32521186201006,-0.2345073099645234,1,0,1,Fresh
0.13957440266307283,0.7950761870634889,0.5831540226509596,0.982498975877352,2.785011242238338,1,1,0,Marine
0,0,1.5707963267948966,-181.4834203237648,0,1,0,1,Fresh
0,0,1.5707963267948966,-50.44513140968425,0,1,0,1,Fresh
0,0,1.5707963267948966,-332.9044939587945,0,1,0,1,Fresh
0,0,1.5707963267948966,-75.75436914704554,0,1,0,1,Fresh
0,0,1.5707963267948966,-54.04452379034052,0,1,0,1,Fresh
0.09991710316799084,0.08153661175311443,1.5300619145609922,-97.49813530727234,-1.640613529902546,1,0,1,Fresh
0,0,1.5707963267948966,-397.3777792462699,0,1,0,1,Fresh
0.528168925616855,0.8092166947096499,0.6154797086703873,0.057983221100636,2.2232483507575247,0,1,0,Marine
0,1.024091424415769,0.4144577323225835,4.673556077260524,3.218875824868201,0,1,0,Marine
0.4644433128222904,0.3697144655242952,1.0164654996309843,-2.6197873918291164,1.2210142701807878,1,0,1,Euryhaline
0,0,1.5707963267948966,-89.88585533599905,0,1,0,1,Fresh
0,0,1.5707963267948966,-107.49551276233844,0,1,0,1,Fresh
0.13650631116230516,0.06809399248972603,1.474422164327604,-106.1023225433756,-2.0104486701928885,1,0,1,Fresh
0.3311774158354141,0.2416539482027546,1.4074931230403425,-81.0060063357158,-0.04773140282118945,1,0,1,Fresh
0,0,1.5707963267948966,-119.57510578374664,0,1,0,1,Fresh
0.10067375355057656,0.14261677956075888,1.4281795472341374,-285.62539382953474,-0.6931471805599453,1,0,1,Fresh
0.3334731722518321,1.3002465638163236,0.3334731722518321,2.638354818853267,3.2801194501089195,0,1,0,Marine
0.3036969248020549,1.1030959513854934,0.3689838423513608,1.275185950396035,3.1397716437769287,0,1,0,Marine
0,0,1.5707963267948966,-61.185754571864976,0,1,0,1,Euryhaline
0,0.6472848480156526,0.923511478779244,-2.5942101884855937,2.05127066471314,1,1,1,Euryhaline
0.22339292786054055,1.111765999768462,0.37619230338564486,9.347317644538956,3.316896033431391,0,1,0,Marine
0,0,1.5707963267948966,-161.49260663193752,0,1,0,1,Fresh
0.1919715267778275,1.0102449027636315,0.37295151435877233,2.8932542490740345,3.2804895120985256,1,1,0,Marine
0,1.5707963267948966,0,366.4260801391411,3.5553480614894135,0,1,0,Marine
0,0.5074070871371772,0.9701277283473332,-0.3541975305962433,0.6466271649250522,0,1,0,Marine
0.5880026035475676,0.28103490150281363,0.9417815243682208,-28.741257330566764,1.6665963262740489,1,0,1,Euryhaline
0,1.5707963267948966,0,85.18159726490721,3.5553480614894135,0,1,0,Marine
0,1.5707963267948966,0,20.855689799956927,3.5553480614894135,0,0,1,Fresh
0,0,1.5707963267948966,-22.580296249471857,0,1,0,1,Fresh
0,0,1.5707963267948966,-194.6511248716903,0,0,0,1,Fresh
0,0,1.5707963267948966,-95.41259350492356,0,0,0,1,Fresh
0.08119991208462421,1.4078548481843771,0.1629414786105194,55.2589826043803,3.5172389067403156,0,1,0,Marine
0.12632386314228175,0.7933350046424261,0.6487840721271293,0.2523577242646233,2.6719451964600935,1,1,0,Marine
0.24497866312686417,0.8148269163709889,0.696698361177263,0.5812609778778693,2.3895964699836756,0,1,0,Euryhaline
0,0.8860771237926137,0.684719203002283,-0.1266152511801043,1.9459101490553132,0,1,0,Marine
0,0.7853981633974484,0.6405223126794245,1.6899976154499745,2.9492122579190982,0,0,0,Euryhaline
0,1.5707963267948966,0,4.273300270296049,3.5553480614894135,0,1,0,Marine
0.3516501884892502,1.0423184191215944,0.5284779076733022,1.6985110989047116,3.056356895370426,0,0,1,Euryhaline
0.22943710250705487,0.7335813236400831,0.4614889349812071,1.5424774724396686,2.7575302583655796,1,1,0,Euryhaline
0,0,1.5707963267948966,-87.28497479680358,0,1,0,1,Euryhaline
0,0.07610202857926929,1.4946942982156266,-62.679262652407985,-1.7278556672485774,1,0,1,Euryhaline
0,0,1.5707963267948966,-63.49379767313457,0,1,0,1,Fresh
0,0,1.5707963267948966,-39.03724642523948,0,0,0,1,Fresh
0,0,1.5707963267948966,-8.770545790782547,0,1,0,1,Fresh
0,0,1.5707963267948966,-7.580768604047436,0,1,0,1,Fresh
0,0.6154797086703873,0.9553166181245092,-12.466452295447995,2.456735772821304,1,0,1,Fresh
0.07338941909042786,0.127344027134682,1.4236184421775129,-45.336230335628386,-1.2598804362642353,1,0,1,Euryhaline
0,0,1.5707963267948966,-60.63306968013453,0,1,0,1,Fresh
0,0,1.5707963267948966,-25.47630507830091,0,1,0,1,Fresh
