 ,Area,Mean,Min,Max,X,Y,Ch
1,0,96,96,96,39.000,169.000,1
2,0,248,248,248,211.500,139.500,1
3,0,248,248,248,266.500,113.500,1
4,0,248,248,248,273.500,143.500,1
5,0,136,136,136,489.500,160.500,1
6,0,248,248,248,601.500,114.500,1
7,0,248,248,248,538.500,216.500,1
8,0,48,48,48,479.500,188.500,1
9,0,112,112,112,411.500,194.500,1
10,0,184,184,184,371.500,203.500,1
11,0,32,32,32,196.500,181.500,1
12,0,200,200,200,167.500,194.500,1
13,0,184,184,184,115.500,183.500,1
14,0,0,0,0,87.500,189.500,1
