 ,Area,Mean,Min,Max,X,Y,Ch
1,0,248,248,248,34.000,161.000,1
2,0,192,192,192,237.500,133.500,1
3,0,176,176,176,269.500,116.500,1
4,0,232,232,232,274.500,138.500,1
5,0,72,72,72,502.500,152.500,1
6,0,248,248,248,611.500,153.500,1
7,0,192,192,192,523.500,188.500,1
8,0,64,64,64,491.500,175.500,1
9,0,16,16,16,394.500,178.500,1
10,0,48,48,48,368.500,185.500,1
11,0,136,136,136,187.500,182.500,1
12,0,136,136,136,158.500,173.500,1
13,0,216,216,216,102.500,175.500,1
14,0,96,96,96,73.500,183.500,1
