 ,Area,Mean,Min,Max,X,Y,Ch
1,0,179,179,179,39.000,111.000,1
2,0,222,222,222,245.500,57.500,1
3,0,255,255,255,276.500,36.500,1
4,0,255,255,255,280.500,75.500,1
5,0,51,51,51,508.500,94.500,1
6,0,255,255,255,598.500,65.500,1
7,0,255,255,255,545.500,147.500,1
8,0,96,96,96,487.500,117.500,1
9,0,34,34,34,395.500,126.500,1
10,0,160,160,160,368.500,137.500,1
11,0,255,255,255,186.500,113.500,1
12,0,146,146,146,159.500,121.500,1
13,0,243,243,243,119.500,114.500,1
14,0,129,129,129,95.500,120.500,1
