X,Y
5.665,2.068
5.655,2.044
5.645,2.020
5.634,1.997
5.624,1.974
5.613,1.952
5.603,1.932
5.592,1.912
5.582,1.894
5.571,1.876
5.560,1.860
5.550,1.845
5.539,1.830
5.528,1.816
5.517,1.802
5.506,1.789
5.496,1.776
5.485,1.763
5.474,1.750
5.463,1.737
5.453,1.723
5.442,1.709
5.432,1.695
5.421,1.680
5.411,1.665
5.400,1.651
5.390,1.636
5.380,1.622
5.369,1.609
5.359,1.596
5.349,1.583
5.339,1.572
5.329,1.561
5.319,1.552
5.310,1.544
5.300,1.537
5.292,1.531
5.285,1.525
5.279,1.519
5.275,1.513
5.274,1.506
5.276,1.499
5.279,1.492
5.286,1.484
5.293,1.477
5.303,1.469
5.314,1.463
5.326,1.456
5.339,1.451
