 ,Area,Mean,Min,Max,X,Y
1,0,15,15,15,42.000,215.000
2,0,1,1,1,312.500,189.500
3,0,1,1,1,352.500,163.500
4,0,8,8,8,341.500,190.500
5,0,4,4,4,472.500,197.500
6,0,15,15,15,594.500,181.500
7,0,15,15,15,523.500,228.500
8,0,6,6,6,465.500,211.500
9,0,12,12,12,290.500,223.500
10,0,9,9,9,254.500,230.500
11,0,15,15,15,156.500,229.500
12,0,9,9,9,122.500,229.500
13,0,15,15,15,79.500,222.500
14,0,1,1,1,61.500,222.500
