 ,Area,Mean,Min,Max,X,Y
1,0,15,15,15,38.000,233.000
2,0,11,11,11,319.500,202.500
3,0,3,3,3,363.500,190.500
4,0,2,2,2,356.500,214.500
5,0,15,15,15,487.500,212.500
6,0,15,15,15,599.500,194.500
7,0,15,15,15,520.500,243.500
8,0,9,9,9,485.500,232.500
9,0,13,13,13,298.500,251.500
10,0,9,9,9,365.500,243.500
11,0,1,1,1,185.500,252.500
12,0,2,2,2,163.500,250.500
13,0,2,2,2,90.500,240.500
14,0,11,11,11,69.500,248.500
