 ,Area,Mean,Min,Max,X,Y
1,0,2,2,2,42.000,213.000
2,0,0,0,0,284.500,182.500
3,0,15,15,15,315.500,159.500
4,0,4,4,4,320.500,182.500
5,0,1,1,1,477.500,195.500
6,0,13,13,13,599.500,187.500
7,0,8,8,8,519.500,224.500
8,0,9,9,9,479.500,211.500
9,0,12,12,12,413.500,213.500
10,0,5,5,5,361.500,217.500
11,0,13,13,13,162.500,226.500
12,0,14,14,14,131.500,234.500
13,0,10,10,10,90.500,223.500
14,0,11,11,11,68.500,225.500
