 ,Area,Mean,Min,Max,X,Y
1,0,14,14,14,42.000,201.000
2,0,15,15,15,231.500,164.500
3,0,15,15,15,299.500,157.500
4,0,3,3,3,291.500,175.500
5,0,11,11,11,497.500,197.500
6,0,0,0,0,599.500,164.500
7,0,0,0,0,551.500,242.500
8,0,0,0,0,485.500,218.500
9,0,3,3,3,403.500,222.500
10,0,3,3,3,358.500,232.500
11,0,0,0,0,205.500,214.500
12,0,15,15,15,172.500,205.500
13,0,15,15,15,123.500,211.500
14,0,0,0,0,89.500,220.500
